,Unnamed: 0,List Sr.No.,Set No.,2025 Set,First Name,Surname,Country,State Association,DOB,Age,Specialism,Unnamed: 10,Unnamed: 11,Test caps,ODI caps,T20 caps,IPL,Previous IPLTeam(s),"2024
Team","2024
IPL",C/U/A,"Reserve Price Rs
Lakh",Player Name
277,306,307,43,AL5,Brydon,Carse,England,,31/07/1995,29,ALL-ROUNDER,RHB,RIGHT ARM Fast,2.0,19.0,4.0,,,,,Capped,100,Brydon Carse
278,307,308,43,AL5,Aaron,Hardie,Australia,,07/01/1999,26,ALL-ROUNDER,RHB,RIGHT ARM Medium,,8.0,10.0,,,,,Capped,125,Aaron Hardie
279,308,309,43,AL5,Sarfaraz,Khan,India,MCA,22/10/1997,27,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,5.0,,,50.0,"RCB,PBKS,DC",,,Capped,75,Sarfaraz Khan
280,309,310,43,AL5,Kyle,Mayers,West Indies,,08/09/1992,32,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,18.0,28.0,38.0,12.0,LSG,LSG,0.0,Capped,150,Kyle Mayers
281,310,311,43,AL5,Kamindu,Mendis,Sri Lanka,,30/09/1998,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,8.0,10.0,19.0,,,,,Capped,75,Kamindu Mendis
282,311,312,43,AL5,Matthew,Short,Australia,,08/11/1995,29,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,8.0,11.0,6.0,PBKS,,,Capped,75,Matthew Short
283,312,313,44,FA5,Jason,Behrendorff,Australia,,20/04/1990,34,BOWLER,RHB,LEFT ARM Fast,,12.0,17.0,17.0,"CSK,RCB,MI",MI,0.0,Capped,150,Jason Behrendorff
284,313,314,44,FA5,Dushmantha,Chameera,Sri Lanka,,11/01/1992,33,BOWLER,RHB,RIGHT ARM Fast,12.0,52.0,55.0,13.0,"RR,RCB,LSG,KKR",LSG,1.0,Capped,75,Dushmantha Chameera
285,314,315,44,FA5,Nathan,Ellis,Australia,,22/09/1994,30,BOWLER,RHB,RIGHT ARM Fast Medium,,8.0,17.0,16.0,PBKS,PBKS,1.0,Capped,125,Nathan Ellis
286,315,316,44,FA5,Shamar,Joseph,West Indies,,31/08/1999,25,BOWLER,LHB,RIGHT ARM Fast,6.0,,8.0,1.0,LSG,LSG,1.0,Capped,75,Shamar Joseph
287,316,317,44,FA5,Josh,Little,Ireland,,01/11/1999,25,BOWLER,RHB,LEFT ARM Fast Medium,,36.0,69.0,11.0,GT,GT,1.0,Capped,75,Josh Little
288,317,318,44,FA5,Shivam,Mavi,India,UPCA,26/11/1998,26,BOWLER,RHB,RIGHT ARM Fast Medium,,,6.0,32.0,"KKR,GT,LSG",GT,0.0,Capped,75,Shivam Mavi
289,318,319,44,FA5,Jhye,Richardson,Australia,,20/09/1996,28,BOWLER,RHB,RIGHT ARM Fast,3.0,15.0,18.0,4.0,"PBKS,MI,DC",DC,1.0,Capped,150,Jhye Richardson
290,319,320,44,FA5,Navdeep,Saini,India,DDCA,23/11/1992,32,BOWLER,RHB,RIGHT ARM Fast,2.0,8.0,11.0,32.0,"DC,RCB,RR",RR,0.0,Capped,75,Navdeep Saini
291,321,322,45,UBA5,Amandeep,Khare,India,CSCSCA,05/08/1997,27,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Amandeep Khare
292,322,323,45,UBA5,Ayush,Mhatre,India,MCA,16/07/2007,17,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Ayush Mhatre
293,323,324,45,UBA5,Salman,Nizar,India,KCA,30/06/1997,27,BATTER,LHB,,,,,,,,,Uncapped,30,Salman Nizar
294,324,325,45,UBA5,Aniket,Verma,India,MPCA,05/02/2002,23,BATTER,RHB,,,,,,,,,Uncapped,30,Aniket Verma
295,325,326,45,UBA5,Sumeet,Verma,India,HPCA,18/11/1990,34,BATTER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Sumeet Verma
296,326,327,45,UBA5,Manan,Vohra,India,UTCA,18/07/1993,31,BATTER,RHB,,,,,56.0,"PBKS,RCB,RR,LSG",,,Uncapped,30,Manan Vohra
297,328,329,46,UAL5,Raj Angad,Bawa,India,UTCA,12/11/2002,22,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,,,,2.0,PBKS,,,Uncapped,30,Raj Angad Bawa
298,329,330,46,UAL5,Emanjot,Chahal,India,PCA,17/08/2004,20,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Emanjot Chahal
299,330,331,46,UAL5,Musheer,Khan,India,MCA,27/02/2005,20,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Musheer Khan
300,331,332,46,UAL5,Manvanth,Kumar L,India,KSCA,11/01/2004,21,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Manvanth Kumar L
301,332,333,46,UAL5,Mayank,Rawat,India,DDCA,04/12/1999,25,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Mayank Rawat
302,333,334,46,UAL5,Suryansh,Shedge,India,MCA,29/01/2003,22,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Suryansh Shedge
303,334,335,46,UAL5,Hritik,Shokeen,India,DDCA,14/08/2000,24,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,13.0,MI,,,Uncapped,30,Hritik Shokeen
304,336,337,47,UWK5,S. Rithik,Easwaran,India,TNCA,15/02/2002,23,WICKETKEEPER,LHB,,,,,,,,,Uncapped,30,S. Rithik Easwaran
305,337,338,47,UWK5,Anmol,Malhotra,India,PCA,29/11/1995,29,WICKETKEEPER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Anmol Malhotra
306,338,339,47,UWK5,Pradosh,Paul,India,TNCA,21/12/2000,24,WICKETKEEPER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Pradosh Paul
307,339,340,47,UWK5,Karteek,Sharma,India,PCA,25/10/2001,23,WICKETKEEPER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Karteek Sharma
308,340,341,47,UWK5,Akash,Singh,India,ARCA,20/12/1995,29,WICKETKEEPER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Akash Singh
309,341,342,47,UWK5,Tejasvi,Singh,India,DDCA,18/04/2002,22,WICKETKEEPER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Tejasvi Singh
310,342,343,47,UWK5,Siddharth,Yadav,India,UPCA,13/08/2003,21,WICKETKEEPER,LHB,RIGHT ARM Medium,,,,,,,,Uncapped,30,Siddharth Yadav
311,344,345,48,UFA5,Aaqib,Khan,India,UPCA,25/12/2003,21,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Aaqib Khan
312,345,346,48,UFA5,Kulwant,Khejroliya,India,MPCA,13/03/1992,33,BOWLER,LHB,LEFT ARM Fast Medium,,,,7.0,"MI,RCB,KKR",,,Uncapped,30,Kulwant Khejroliya
313,346,347,48,UFA5,Ankit Singh,Rajpoot,India,UPCA,04/12/1993,31,BOWLER,RHB,RIGHT ARM Fast Medium,,,,29.0,"CSK,KKR,PBKS,RR,LSG",,,Uncapped,30,Ankit Singh Rajpoot
314,347,348,48,UFA5,Divesh,Sharma,India,HPCA,20/04/2001,23,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Divesh Sharma
315,348,349,48,UFA5,Naman,Tiwari,India,UPCA,08/11/2005,19,BOWLER,LHB,LEFT ARM Fast,,,,,,,,Uncapped,30,Naman Tiwari
316,349,350,48,UFA5,Prince,Yadav,India,DDCA,12/12/2001,23,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Prince Yadav
317,350,351,49,USP5,Kunal Singh,Chibb,India,JKCA,31/03/1997,28,BOWLER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Kunal Singh Chibb
318,351,352,49,USP5,Yuvraj,Chudasama,India,SCA,23/11/1995,29,BOWLER,LHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Yuvraj Chudasama
319,352,353,49,USP5,Deepak,Devadiga,India,KSCA,14/04/1999,25,BOWLER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Deepak Devadiga
320,353,354,49,USP5,Ramesh,Prasad,India,CAB,30/01/1994,31,BOWLER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Ramesh Prasad
321,354,355,49,USP5,Shivam,Shukla,India,MPCA,11/12/1995,29,BOWLER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Shivam Shukla
322,355,356,49,USP5,Himanshu,Singh,India,BICA,23/09/1997,27,BOWLER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Himanshu Singh
323,356,357,49,USP5,Tejpreet,Singh,India,PCA,11/08/2000,24,BOWLER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Tejpreet Singh
324,357,358,50,AL6,Qais,Ahmad,Afghanistan,,15/08/2000,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,2.0,3.0,11.0,,,,,Capped,75,Qais Ahmad
325,358,359,50,AL6,Charith,Asalanka,Sri Lanka,,29/06/1997,27,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,3.0,63.0,53.0,,,,,Capped,75,Charith Asalanka
326,359,360,50,AL6,Michael,Bracewell,New Zealand,,14/02/1991,34,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,5.0,19.0,22.0,5.0,RCB,,,Capped,150,Michael Bracewell
327,360,361,50,AL6,Gudakesh,Motie,West Indies,,29/03/1995,30,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,9.0,14.0,21.0,,,,,Capped,75,Gudakesh Motie
328,361,362,50,AL6,Daniel,Mousley,England,,08/07/2001,23,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,,1.0,,,,,,Capped,75,Daniel Mousley
329,362,363,50,AL6,Jamie,Overton,England,,10/04/1984,41,ALL-ROUNDER,RHB,RIGHT ARM Fast,1.0,1.0,2.0,,,,,Capped,150,Jamie Overton
330,363,364,50,AL6,Dunith,Wellalage,Sri Lanka,,09/01/2003,22,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,1.0,25.0,2.0,,,,,Capped,75,Dunith Wellalage
331,364,365,51,FA6,Ottneil,Baartman,South Africa,,18/03/1993,32,BOWLER,RHB,RIGHT ARM Fast Medium,,3.0,10.0,,,,,Capped,75,Ottneil Baartman
332,365,366,51,FA6,Xavier,Bartlett,Australia,,17/12/1998,26,BOWLER,RHB,RIGHT ARM Fast Medium,,2.0,4.0,,,,,Capped,75,Xavier Bartlett
333,366,367,51,FA6,Dilshan,Madushanka,Sri Lanka,,18/09/2000,24,BOWLER,RHB,LEFT ARM Fast,1.0,23.0,15.0,0.0,MI,MI,0.0,Capped,75,Dilshan Madushanka
334,367,368,51,FA6,Adam,Milne,New Zealand,,13/04/1992,32,BOWLER,RHB,RIGHT ARM Fast,,49.0,53.0,10.0,"RCB,MI,CSK",,,Capped,200,Adam Milne
335,368,369,51,FA6,Lungisani,Ngidi,South Africa,,29/03/1996,29,BOWLER,RHB,RIGHT ARM Fast Medium,19.0,62.0,43.0,14.0,"CSK,DC",DC,0.0,Capped,100,Lungisani Ngidi
336,369,370,51,FA6,William,O'Rourke,New Zealand,,06/08/2001,23,BOWLER,RHB,RIGHT ARM Fast,6.0,3.0,3.0,,,,,Capped,150,William O'Rourke
337,370,371,51,FA6,Chetan,Sakariya,India,SCA,28/02/1998,27,BOWLER,LHB,LEFT ARM Medium,,1.0,2.0,19.0,"RR,DC,KKR",KKR,0.0,Capped,75,Chetan Sakariya
338,371,372,51,FA6,Sandeep,Warrier,India,TNCA,04/04/1991,34,BOWLER,RHB,RIGHT ARM Fast Medium,,,1.0,10.0,"KKR,GT",,,Capped,75,Sandeep Warrier
339,372,373,52,UBA6,Musaif,Ajaz,India,JKCA,03/08/2002,22,BATTER,RHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Musaif Ajaz
340,373,374,52,UBA6,Agni,Chopra,India,CAM,04/11/1998,26,BATTER,LHB,,,,,,,,,Uncapped,30,Agni Chopra
341,374,375,52,UBA6,Abhimanyu,Easwaran,India,CAB,06/09/1995,29,BATTER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Abhimanyu Easwaran
342,375,376,52,UBA6,Sudip,Gharami,India,CAB,21/03/1999,26,BATTER,RHB,,,,,,,,,Uncapped,30,Sudip Gharami
343,376,377,52,UBA6,Shubham,Khajuria,India,JKCA,13/09/1995,29,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Shubham Khajuria
344,377,378,52,UBA6,Akhil,Rawat,India,CAU,04/11/2000,24,BATTER,RHB,,,,,,,,,Uncapped,30,Akhil Rawat
345,378,379,52,UBA6,Prateek,Yadav,India,CSCSCA,16/02/1999,26,BATTER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Prateek Yadav
346,379,380,53,UAL6,Abdul,Bazith,India,KCA,09/10/1998,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,1.0,RR,,,Uncapped,30,Abdul Bazith
347,380,381,53,UAL6,K.C,Cariappa,India,CAM,13/04/1994,30,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,,,11.0,"PBKS,KKR,RR",,,Uncapped,30,K.C Cariappa
348,381,382,53,UAL6,Yuvraj,Chaudhary,India,CAU,06/10/2001,23,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Yuvraj Chaudhary
349,382,383,53,UAL6,Aman,Khan,India,CAP,23/11/1996,28,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,12.0,"KKR,DC",,,Uncapped,30,Aman Khan
350,383,384,53,UAL6,Sumit,Kumar,India,HCA,12/12/1995,29,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Sumit Kumar
351,384,385,53,UAL6,Kamlesh,Nagarkoti,India,RCA,28/12/1999,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,,,,12.0,"KKR,DC",,,Uncapped,30,Kamlesh Nagarkoti
352,385,386,53,UAL6,Hardik,Raj,India,KSCA,10/03/2006,19,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Hardik Raj
353,386,387,53,UAL6,Harsh,Tyagi,India,DDCA,23/12/1999,25,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Harsh Tyagi
354,387,388,54,UWK6,M.,Ajnas,India,KCA,08/05/1997,27,WICKETKEEPER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,M. Ajnas
355,388,389,54,UWK6,Unmukt,Chand,USA,,26/03/1993,32,WICKETKEEPER,RHB,,,,,21.0,"DC,RR,MI",,,Associate,30,Unmukt Chand
356,389,390,54,UWK6,Tejasvi,Dahiya,India,DDCA,18/04/2002,22,WICKETKEEPER,RHB,,,,,,,,,Uncapped,30,Tejasvi Dahiya
357,390,391,54,UWK6,Sumit,Ghadigaonkar,India,ASCA,11/04/1992,32,WICKETKEEPER,RHB,,,,,,,,,Uncapped,30,Sumit Ghadigaonkar
358,391,392,54,UWK6,Baba,Indrajith,India,TNCA,08/07/1994,30,WICKETKEEPER,RHB,RIGHT ARM Off Spin,,,,3.0,KKR,,,Uncapped,30,Baba Indrajith
359,392,393,54,UWK6,Muhammed,Khan,India,TNCA,30/12/2000,24,WICKETKEEPER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Muhammed Khan
360,393,394,54,UWK6,Bhagmender,Lather,India,UTCA,18/06/1997,27,WICKETKEEPER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Bhagmender Lather
361,395,396,55,UFA6,Ali,Khan,USA,,13/12/1990,34,BOWLER,RHB,RIGHT ARM Fast,,,,0.0,KKR,,,Associate,30,Ali Khan
362,396,397,55,UFA6,Ravi,Kumar,India,CAB,29/10/2003,21,BOWLER,LHB,LEFT ARM Fast Medium,,,,,,,,Uncapped,30,Ravi Kumar
363,397,398,55,UFA6,Vineet,Panwar,India,UPCA,28/06/1998,26,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Vineet Panwar
364,398,399,55,UFA6,Vidyadhar,Patil,India,KSCA,05/09/2000,24,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Vidyadhar Patil
365,399,400,55,UFA6,Aradhya,Shukla,India,PCA,06/12/2004,20,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Aradhya Shukla
366,400,401,55,UFA6,Abhinandan,Singh,India,UPCA,30/03/1997,28,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Abhinandan Singh
367,401,402,56,AL7,Cooper,Connolly,Australia,,22/08/2003,21,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,1.0,2.0,,,,,Capped,75,Cooper Connolly
368,402,403,56,AL7,Dushan,Hemantha,Sri Lanka,,24/05/1994,30,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,5.0,,,,,,Capped,75,Dushan Hemantha
369,403,404,56,AL7,Jason,Holder,West Indies,,05/11/1991,33,ALL-ROUNDER,RHB,RIGHT ARM Fast,69.0,138.0,63.0,46.0,"CSK,KKR,SRH,LSG,RR",,,Capped,200,Jason Holder
370,404,405,56,AL7,Karim,Janat,Afghanistan,,11/08/1998,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,2.0,3.0,66.0,,,,,Capped,75,Karim Janat
371,405,406,56,AL7,Jimmy,Neesham,New Zealand,,17/09/1990,34,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,12.0,76.0,79.0,14.0,"DC,PBKS,MI,RR",,,Capped,150,Jimmy Neesham
372,406,407,56,AL7,Daniel,Sams,Australia,,27/10/1992,32,ALL-ROUNDER,RHB,LEFT ARM Fast,,,10.0,16.0,"DC,RCB,MI,LSG",,,Capped,150,Daniel Sams
373,407,408,56,AL7,William,Sutherland,Australia,,27/10/1999,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,,2.0,,,,,,Capped,75,William Sutherland
374,408,409,57,FA7,Taskin,Ahmed,Bangladesh,,03/04/1995,30,BOWLER,LHB,RIGHT ARM Fast,15.0,73.0,70.0,,,,,Capped,100,Taskin Ahmed
375,409,410,57,FA7,Ben,Dwarshuis,Australia,,23/06/1994,30,BOWLER,LHB,LEFT ARM Fast,,1.0,3.0,0.0,"PBKS,DC",,,Capped,75,Ben Dwarshuis
376,410,411,57,FA7,Obed,McCoy,West Indies,,04/01/1997,28,BOWLER,RHB,LEFT ARM Fast,,2.0,38.0,8.0,RR,,,Capped,125,Obed McCoy
377,411,412,57,FA7,Riley,Meredith,Australia,,21/06/1996,28,BOWLER,RHB,RIGHT ARM Fast,,1.0,6.0,,,,,Capped,150,Riley Meredith
378,412,413,57,FA7,Lance,Morris,Australia,,28/03/1998,27,BOWLER,RHB,RIGHT ARM Fast,,2.0,22.0,,,,,Capped,125,Lance Morris
379,413,414,57,FA7,Olly,Stone,England,,09/10/1993,31,BOWLER,RHB,RIGHT ARM Fast,5.0,10.0,1.0,,,,,Capped,75,Olly Stone
380,414,415,57,FA7,Daniel,Worrall,England,,10/07/1991,33,BOWLER,RHB,RIGHT ARM Fast Medium,,3.0,,,,,,Capped,150,Daniel Worrall
381,415,416,58,UBA7,Pyla,Avinash,India,ACA,07/07/2000,24,BATTER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Pyla Avinash
382,416,417,58,UBA7,Kiran,Chormale,India,MACA,11/10/2005,19,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Kiran Chormale
383,417,418,58,UBA7,Ashish,Dahariya,India,CSCSCA,17/10/2004,20,BATTER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Ashish Dahariya
384,418,419,58,UBA7,Tushar,Raheja,India,TNCA,07/02/2001,24,BATTER,LHB,,,,,,,,,Uncapped,30,Tushar Raheja
385,419,420,58,UBA7,Sarthak,Ranjan,India,DDCA,25/09/1996,28,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Sarthak Ranjan
386,420,421,58,UBA7,Abhijeet,Tomar,India,RCA,14/03/1995,30,BATTER,RHB,RIGHT ARM Off Spin,,,,1.0,KKR,,,Uncapped,30,Abhijeet Tomar
387,421,422,59,UAL7,Krish,Bhagat,India,PCA,06/11/2004,20,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Krish Bhagat
388,422,423,59,UAL7,Sohraab,Dhaliwal,India,PCA,18/11/1991,33,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Sohraab Dhaliwal
389,423,424,59,UAL7,Harsh,Dubey,India,VCA,23/07/2002,22,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Harsh Dubey
390,424,425,59,UAL7,Ramakrishna,Ghosh,India,MACA,28/08/1997,27,ALL-ROUNDER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Ramakrishna Ghosh
391,425,426,59,UAL7,Raj,Limbani,India,BCA,02/02/2005,20,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Raj Limbani
392,426,427,59,UAL7,Ninad,Rathva,India,BCA,10/03/1999,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Ninad Rathva
393,427,428,59,UAL7,Vivrant,Sharma,India,JKCA,30/10/1999,25,ALL-ROUNDER,LHB,RIGHT ARM Leg Spin,,,,2.0,SRH,,,Uncapped,30,Vivrant Sharma
394,428,429,59,UAL7,Shiva,Singh,India,UPCA,16/10/1999,25,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Shiva Singh
395,429,430,60,UFA7,Sayed Irfan,Aftab,India,CAB,20/11/2003,21,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Sayed Irfan Aftab
396,430,431,60,UFA7,Anirudh,Chowdhary,India,DDCA,08/11/1999,25,BOWLER,LHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Anirudh Chowdhary
397,431,432,60,UFA7,Anshuman,Hooda,India,DDCA,04/01/2001,24,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Anshuman Hooda
398,432,433,60,UFA7,Siddharth,Kaul,India,PCA,19/05/1990,34,BOWLER,RHB,RIGHT ARM Fast Medium,,,,55.0,"KKR,DC,SRH,RCB",,,Uncapped,40,Siddharth Kaul
399,433,434,60,UFA7,Prashant Sai,Painkra,India,CSCSCA,08/09/2002,22,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Prashant Sai Painkra
400,434,435,60,UFA7,Venkata Satyanarayana,Penmetsa,India,ACA,10/07/1999,25,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Venkata Satyanarayana Penmetsa
401,435,436,60,UFA7,Yeddala,Reddy,India,ACA,13/12/1999,25,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Yeddala Reddy
402,436,437,61,AL8,Zak,Foulkes,New Zealand,,05/06/2002,22,ALL-ROUNDER,RHB,RIGHT ARM Medium,,,2.0,,,,,Capped,75,Zak Foulkes
403,437,438,61,AL8,Chris,Green,Australia,,01/10/1993,31,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,1.0,1.0,KKR,,,Capped,100,Chris Green
404,438,439,61,AL8,Shakib Al,Hasan,Bangladesh,,24/03/1987,38,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,71.0,247.0,129.0,71.0,"SRH,KKR",,,Capped,100,Shakib Al Hasan
405,439,440,61,AL8,Mehidy Hasan,Miraz,Bangladesh,,25/10/1997,27,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,49.0,97.0,27.0,,,,,Capped,100,Mehidy Hasan Miraz
406,440,441,61,AL8,Wiaan,Mulder,South Africa,,19/02/1998,27,ALL-ROUNDER,RHB,RIGHT ARM Medium,15.0,20.0,11.0,,,,,Capped,75,Wiaan Mulder
407,441,442,61,AL8,Dwaine,Pretorius,South Africa,,29/03/1989,36,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,3.0,27.0,30.0,7.0,CSK,,,Capped,75,Dwaine Pretorius
408,442,443,61,AL8,Dasun,Shanaka,Sri Lanka,,09/09/1991,33,ALL-ROUNDER,RHB,RIGHT ARM Fast,6.0,71.0,102.0,3.0,GT,,,Capped,75,Dasun Shanaka
409,443,444,62,FA8,Shoriful,Islam,Bangladesh,,03/06/2001,23,BOWLER,LHB,LEFT ARM Fast Medium,11.0,36.0,42.0,,,,,Capped,75,Shoriful Islam
410,444,445,62,FA8,Blessing,Muzarabani,Zimbabwe,,02/10/1996,28,BOWLER,RHB,RIGHT ARM Fast,7.0,48.0,61.0,,,,,Capped,75,Blessing Muzarabani
411,445,446,62,FA8,Matthew,Potts,England,,29/10/1998,26,BOWLER,RHB,RIGHT ARM Fast Medium,9.0,9.0,,,,,,Capped,150,Matthew Potts
412,446,447,62,FA8,Tanzim Hasan,Sakib,Bangladesh,,20/10/2002,22,BOWLER,RHB,RIGHT ARM Fast,,7.0,15.0,,,,,Capped,75,Tanzim Hasan Sakib
413,447,448,62,FA8,Benjamin,Sears,New Zealand,,11/02/1998,27,BOWLER,RHB,RIGHT ARM Fast,1.0,,17.0,,,,,Capped,100,Benjamin Sears
414,448,449,62,FA8,Tim,Southee,New Zealand,,11/12/1988,36,BOWLER,RHB,RIGHT ARM Fast Medium,104.0,161.0,126.0,54.0,"CSK,RR,MI,RCB,KKR",,,Capped,150,Tim Southee
415,449,450,62,FA8,John,Turner,England,,10/04/2001,23,BOWLER,RHB,RIGHT ARM Fast,,1.0,,,,,,Capped,150,John Turner
416,450,451,63,UBA8,Joshua,Brown,Australia,,26/12/1993,31,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Joshua Brown
417,451,452,63,UBA8,Oliver,Davies,Australia,,14/10/2000,24,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Oliver Davies
418,452,453,63,UBA8,Bevan John,Jacobs,New Zealand,,06/05/2002,22,BATTER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Bevan John Jacobs
419,453,454,63,UBA8,Atharva,Kale,India,MACA,21/09/1999,25,BATTER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Atharva Kale
420,454,455,63,UBA8,Abhishek,Nair,India,KCA,06/06/2004,20,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Abhishek Nair
421,455,456,63,UBA8,Vishwanath Pratap,Singh,India,PCA,18/06/1998,26,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Vishwanath Pratap Singh
422,456,457,64,UAL8,Nasir,Lone,India,JKCA,05/09/1997,27,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Nasir Lone
423,457,458,64,UAL8,Brandon,McMullen,Scotland,,18/10/1999,25,ALL-ROUNDER,RHB,RIGHT ARM Medium,,,,,,,,Associate,30,Brandon McMullen
424,458,459,64,UAL8,S.,Midhun,India,KCA,07/10/1994,30,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,,,1.0,RR,,,Uncapped,30,S. Midhun
